gene_id,genomic_position,transcript_id,transcript_position,HCT116_model,n_reads,y_true,HEK293T_model,Arabidopsis_model
ENSG00000177410,49279181,ENST00000450535,616,0.047315072,44,False,0.115577504,0.004039204
ENSG00000177410,49280502,ENST00000450535,661,0.027011465,40,False,0.08103384,0.11451863
ENSG00000177410,49280518,ENST00000450535,677,0.1702187,38,False,0.24884415,0.022449076
ENSG00000177410,49280961,ENST00000450535,788,0.013325942,20,False,0.24855249,0.023068894
ENSG00000177410,49289089,ENST00000450535,903,0.5180663,37,False,0.4788119,0.38348
ENSG00000177410,49289093,ENST00000450535,907,0.102260426,28,False,0.1499084,0.0011233687
ENSG00000177410,49289128,ENST00000450535,942,0.23477006,43,False,0.18978906,0.036188472
ENSG00000177410,49289203,ENST00000450535,1017,0.054088317,39,False,0.22059289,0.018840205
ENSG00000177410,49289218,ENST00000450535,1032,0.1655547,37,False,0.36066586,0.004888964
ENSG00000177410,49279158,ENST00000326677,151,0.09494326,40,False,0.21718279,0.054195642
ENSG00000177410,49279181,ENST00000326677,174,0.005879474,37,False,0.071364775,0.0023926974
ENSG00000177410,49280502,ENST00000326677,219,0.008327258,25,False,0.08420352,0.10416223
ENSG00000177410,49289047,ENST00000326677,290,0.16569631,25,False,0.38320073,0.083348
ENSG00000177410,49289089,ENST00000326677,332,0.7548505,36,False,0.600736,0.5827518
ENSG00000177410,49289093,ENST00000326677,336,0.04541,29,False,0.15604597,0.00041117668
ENSG00000177410,49289128,ENST00000326677,371,0.11450119,42,False,0.090719506,0.010688496
ENSG00000177410,49289203,ENST00000326677,446,0.12847461,37,False,0.37956685,0.41501108
ENSG00000177410,49289218,ENST00000326677,461,0.2611223,38,False,0.4140218,0.0049052117
ENSG00000177410,49279158,ENST00000428008,151,0.0762877,81,False,0.18704972,0.05270227
ENSG00000177410,49279181,ENST00000428008,174,0.008999991,81,False,0.044984173,0.0039626122
ENSG00000177410,49280502,ENST00000428008,219,0.011552095,74,False,0.07777842,0.2093889
ENSG00000177410,49280518,ENST00000428008,235,0.23066762,72,False,0.21642473,0.011584449
ENSG00000177410,49280961,ENST00000428008,346,0.010493887,39,False,0.22538643,0.036012076
ENSG00000177410,49289047,ENST00000428008,352,0.17023599,52,False,0.3006968,0.042008363
ENSG00000177410,49289089,ENST00000428008,394,0.43797868,79,False,0.59815234,0.4676698
ENSG00000177410,49289093,ENST00000428008,398,0.060509004,53,False,0.13862412,0.00045676233
ENSG00000177410,49289128,ENST00000428008,433,0.08810808,86,False,0.10561224,0.008786547
ENSG00000177410,49289203,ENST00000428008,508,0.18268037,77,False,0.32928088,0.15765467
ENSG00000177410,49289218,ENST00000428008,523,0.21124363,79,False,0.45618135,0.033434104
ENSG00000262814,81703472,ENST00000333676,115,0.18080088,203,False,0.21114378,0.0055904267
ENSG00000262814,81703482,ENST00000333676,125,0.1636267,240,False,0.14995687,0.18666866
ENSG00000262814,81703498,ENST00000333676,141,0.3748103,224,False,0.36217457,0.18462612
ENSG00000262814,81704378,ENST00000333676,353,0.13562986,340,False,0.47170553,0.02891308
ENSG00000262814,81704411,ENST00000333676,386,0.09724007,316,False,0.061653662,0.053079866
ENSG00000262814,81706942,ENST00000333676,526,0.39600402,329,False,0.5206128,0.1063693
ENSG00000262814,81706963,ENST00000333676,547,0.14101954,323,False,0.08872882,0.120253004
ENSG00000262814,81706982,ENST00000333676,566,0.47371155,294,True,0.4366702,0.0996881
ENSG00000262814,81707012,ENST00000333676,596,0.21841054,360,False,0.2755863,0.052103985
ENSG00000262814,81707256,ENST00000333676,757,0.993614,246,True,0.72550285,0.97459555
ENSG00000262814,81707383,ENST00000333676,884,0.542419,230,True,0.70675707,0.3899862
ENSG00000262814,81707396,ENST00000333676,897,0.66386765,227,True,0.42987567,0.6109686
ENSG00000198840,10127,ENST00000361227,68,0.076905906,865,False,0.25658065,0.044044234
ENSG00000198840,10299,ENST00000361227,240,0.020451915,949,False,0.10008694,0.048918795
ENSG00000198840,10306,ENST00000361227,247,0.0077305436,890,False,0.07067083,0.044869196
ENSG00000198840,10376,ENST00000361227,317,0.1012102,807,False,0.25937834,0.0065190196
ENSG00000198840,10393,ENST00000361227,334,0.2558341,746,False,0.31647423,0.0016675591
ENSG00000198840,10398,ENST00000361227,339,0.20671558,641,False,0.13763353,0.006814587
ENSG00000198786,12358,ENST00000361567,21,0.026204336,273,False,0.3030097,0.116276585
ENSG00000198786,12367,ENST00000361567,30,0.05324433,448,False,0.20918329,0.027045596
ENSG00000198786,12410,ENST00000361567,73,0.11706506,541,False,0.12329711,0.37007624
ENSG00000198786,12416,ENST00000361567,79,0.00074584485,560,False,0.11730786,0.0057200072
ENSG00000198786,12425,ENST00000361567,88,0.19673389,546,False,0.20706072,0.09830161
ENSG00000198786,12509,ENST00000361567,172,0.068681,578,False,0.10351372,0.018385028
ENSG00000198786,12530,ENST00000361567,193,0.76979494,600,False,0.79196733,0.4633619
ENSG00000198786,12534,ENST00000361567,197,0.13924593,567,False,0.24274452,0.012652719
ENSG00000198786,12553,ENST00000361567,216,0.048526812,597,False,0.14637616,0.19124977
ENSG00000198786,12579,ENST00000361567,242,0.023575092,600,False,0.20543852,0.14191286
ENSG00000198786,12584,ENST00000361567,247,0.14462957,585,False,0.27119067,0.09041704
ENSG00000198786,12662,ENST00000361567,325,0.030254995,585,False,0.2565198,0.24681862
ENSG00000198786,12668,ENST00000361567,331,0.21222487,558,False,0.0987315,0.032910146
ENSG00000198786,12674,ENST00000361567,337,0.05039855,628,False,0.0985799,0.039686978
ENSG00000198786,12740,ENST00000361567,403,0.0005024314,653,False,0.0859188,0.012851154
ENSG00000198786,12926,ENST00000361567,589,0.050106086,593,False,0.09374958,0.024591004
ENSG00000198786,13032,ENST00000361567,695,0.3297069,662,False,0.50418174,0.09063335
ENSG00000198786,13159,ENST00000361567,822,0.03348576,700,False,0.29533464,0.09757396
ENSG00000198786,13165,ENST00000361567,828,0.021617126,721,False,0.09853061,0.0005815506
ENSG00000198786,13226,ENST00000361567,889,0.053061903,687,False,0.24470992,0.28518072
ENSG00000198786,13269,ENST00000361567,932,0.13591488,768,False,0.2564684,0.013878167
ENSG00000198786,13388,ENST00000361567,1051,0.0014264822,820,False,0.08521702,0.026533866
ENSG00000198786,13395,ENST00000361567,1058,0.12562057,789,False,0.31506434,0.0011486411
ENSG00000198786,13419,ENST00000361567,1082,0.17600526,732,False,0.33995566,0.14436814
ENSG00000198786,13429,ENST00000361567,1092,0.01851648,792,False,0.061333396,0.0894511
ENSG00000198786,13514,ENST00000361567,1177,0.17156744,639,False,0.2084959,0.10896312
ENSG00000198786,13528,ENST00000361567,1191,0.016960323,774,False,0.084748745,0.012652934
ENSG00000198786,13535,ENST00000361567,1198,0.04439037,794,False,0.0928368,0.0852712
ENSG00000198786,13591,ENST00000361567,1254,0.08059341,615,False,0.23155418,0.11005406
ENSG00000198786,13630,ENST00000361567,1293,0.0492082,688,False,0.4047598,0.04442053
ENSG00000198786,13661,ENST00000361567,1324,0.0049280166,824,False,0.120178424,0.03105539
ENSG00000198786,13676,ENST00000361567,1339,0.07551614,788,False,0.19705312,0.2395503
ENSG00000198786,13691,ENST00000361567,1354,0.032848764,761,False,0.12802267,0.11212222
ENSG00000198786,13745,ENST00000361567,1408,0.0016619563,798,False,0.14936432,0.026108766
ENSG00000198786,13774,ENST00000361567,1437,0.058557533,805,False,0.0986861,0.12943363
ENSG00000198786,13797,ENST00000361567,1460,0.23934956,783,False,0.13533798,0.15655838
ENSG00000198786,13827,ENST00000361567,1490,0.36632478,798,False,0.24286774,0.10930379
ENSG00000198786,13834,ENST00000361567,1497,0.015420044,618,False,0.53817785,0.27449673
ENSG00000198786,13844,ENST00000361567,1507,0.05998484,769,False,0.1198409,0.10360142
ENSG00000198786,13858,ENST00000361567,1521,0.0073522567,772,False,0.079896614,0.057310738
ENSG00000198786,13866,ENST00000361567,1529,0.13633877,704,False,0.4127589,0.40185642
ENSG00000198786,13976,ENST00000361567,1639,0.018612992,693,False,0.1424559,0.14951836
ENSG00000198786,13997,ENST00000361567,1660,0.13362725,590,False,0.1427646,0.0036120892
ENSG00000198786,14002,ENST00000361567,1665,0.012890184,738,False,0.07000841,0.0018860816
ENSG00000198786,14007,ENST00000361567,1670,0.46357137,726,False,0.39402866,0.2108792
ENSG00000198786,14029,ENST00000361567,1692,0.023440206,739,False,0.093800664,0.21003585
ENSG00000198786,14091,ENST00000361567,1754,0.05389283,726,False,0.21090719,0.063423
ENSG00000198786,14128,ENST00000361567,1791,0.036578678,646,False,0.1813271,0.0031807781
ENSG00000070669,97872366,ENST00000394308,105,0.3107956,22,False,0.21246178,0.23022056
ENSG00000070669,97868996,ENST00000394308,340,0.08771843,26,False,0.093512855,0.14000602
ENSG00000070669,97864466,ENST00000394308,459,0.109039746,25,False,0.091870986,0.011550093
ENSG00000070669,97864429,ENST00000394308,496,0.035833407,26,False,0.27200776,0.23816696
ENSG00000070669,97864409,ENST00000394308,516,0.05288137,28,False,0.11681564,0.19851783
ENSG00000070669,97864317,ENST00000394308,608,0.32105422,26,False,0.28051323,0.5182826
ENSG00000070669,97864298,ENST00000394308,627,0.0011211872,20,False,0.1700935,0.105510935
ENSG00000070669,97859236,ENST00000394308,829,0.0024666905,27,False,0.17595915,0.05322355
ENSG00000070669,97859223,ENST00000394308,842,0.15075034,26,False,0.22671798,0.29308844
ENSG00000070669,97858941,ENST00000394308,867,0.28102496,25,False,0.40925962,0.11038922
ENSG00000070669,97858931,ENST00000394308,877,0.057907533,25,False,0.37670916,0.033260107
ENSG00000070669,97858884,ENST00000394308,924,0.068644,27,False,0.20724335,0.84886014
ENSG00000070669,97858880,ENST00000394308,928,0.033144653,23,False,0.14128172,0.0075380327
ENSG00000070669,97858396,ENST00000394308,964,0.4441666,26,False,0.31238034,0.003848672
ENSG00000070669,97858328,ENST00000394308,1032,0.019596672,25,False,0.10176842,0.011110115
ENSG00000070669,97858306,ENST00000394308,1054,0.6575192,23,False,0.7238827,0.60379225
ENSG00000070669,97856793,ENST00000394308,1106,0.16948667,29,False,0.476813,0.0066895364
ENSG00000070669,97856773,ENST00000394308,1126,0.021467399,29,False,0.28044963,0.058271267
ENSG00000070669,97856723,ENST00000394308,1176,0.029865135,25,False,0.15715931,0.1393896
ENSG00000070669,97856716,ENST00000394308,1183,0.01786027,26,False,0.2723531,0.21061087
ENSG00000070669,97855426,ENST00000394308,1243,0.23740172,22,False,0.43627733,0.009663892
ENSG00000070669,97855383,ENST00000394308,1286,0.5830416,28,False,0.6870178,0.03456999
ENSG00000070669,97854630,ENST00000394308,1367,0.20334788,26,False,0.46897608,0.27824488
ENSG00000070669,97854596,ENST00000394308,1401,0.2209055,30,False,0.4282956,0.33413845
ENSG00000070669,97853380,ENST00000394308,1424,0.8871872,29,False,0.9031762,0.2892708
ENSG00000070669,97853201,ENST00000394308,1514,0.027807843,29,False,0.09554347,0.02088139
ENSG00000070669,97853113,ENST00000394308,1602,0.30370966,26,False,0.35057503,0.4979438
ENSG00000070669,97853066,ENST00000394308,1649,0.18032387,30,False,0.5206002,0.022620916
ENSG00000070669,97852411,ENST00000394308,1713,0.016186059,25,False,0.1228258,0.12461456
ENSG00000070669,97852353,ENST00000394308,1771,0.1706013,29,False,0.41416112,0.04832598
ENSG00000070669,97852308,ENST00000394308,1816,0.18701571,27,False,0.09943128,0.033497535
ENSG00000070669,97852288,ENST00000394308,1836,0.27256268,27,False,0.08949051,0.039897334
ENSG00000070669,97852206,ENST00000394308,1918,0.88917506,30,True,0.6557139,0.2352223
ENSG00000070669,97852187,ENST00000394308,1937,0.14010331,31,False,0.33823934,0.008878553
ENSG00000070669,97852164,ENST00000394308,1960,0.030915176,30,False,0.22593534,0.005587709
ENSG00000070669,97872366,ENST00000175506,176,0.35518098,75,False,0.1378734,0.23615876
ENSG00000070669,97868996,ENST00000175506,689,0.03798107,89,False,0.09433027,0.0684004
ENSG00000070669,97864466,ENST00000175506,808,0.090855196,81,False,0.11593406,0.0421898
ENSG00000070669,97864429,ENST00000175506,845,0.06284372,83,False,0.28423613,0.11043028
ENSG00000070669,97864409,ENST00000175506,865,0.009500325,93,False,0.08116226,0.02418195
ENSG00000070669,97864317,ENST00000175506,957,0.16058806,78,False,0.15013734,0.004822433
ENSG00000070669,97864298,ENST00000175506,976,0.014251972,85,False,0.17816788,0.06399299
ENSG00000070669,97859337,ENST00000175506,1077,0.76490784,72,False,0.78247964,0.6060322
ENSG00000070669,97859236,ENST00000175506,1178,0.006654036,81,False,0.20997997,0.13630977
ENSG00000070669,97859223,ENST00000175506,1191,0.052768685,81,False,0.16788752,0.09386565
ENSG00000070669,97858941,ENST00000175506,1216,0.2281735,80,False,0.41402632,0.116914555
ENSG00000070669,97858931,ENST00000175506,1226,0.1510593,90,False,0.33506456,0.03836479
ENSG00000070669,97858884,ENST00000175506,1273,0.052892614,82,False,0.24187508,0.1751856
ENSG00000070669,97858880,ENST00000175506,1277,0.031795464,75,False,0.13598908,0.0041755913
ENSG00000070669,97858396,ENST00000175506,1313,0.335416,88,False,0.26822862,0.016040826
ENSG00000070669,97858328,ENST00000175506,1381,0.020809675,92,False,0.11734122,0.02416042
ENSG00000070669,97858306,ENST00000175506,1403,0.61108935,77,False,0.63540447,0.5795682
ENSG00000070669,97856793,ENST00000175506,1455,0.21920356,96,False,0.51013994,0.013311875
ENSG00000070669,97856773,ENST00000175506,1475,0.017698253,98,False,0.23161046,0.015675569
ENSG00000070669,97856723,ENST00000175506,1525,0.13319734,77,False,0.26085362,0.1831724
ENSG00000070669,97856716,ENST00000175506,1532,0.10090941,90,False,0.32176262,0.09945033
ENSG00000070669,97855426,ENST00000175506,1592,0.17243756,86,False,0.43226185,0.01522814
ENSG00000070669,97855383,ENST00000175506,1635,0.43695718,96,False,0.6420188,0.1398246
ENSG00000070669,97854630,ENST00000175506,1716,0.2948699,92,False,0.6136767,0.06747005
ENSG00000070669,97854596,ENST00000175506,1750,0.24800129,99,False,0.40104255,0.41933244
ENSG00000070669,97853380,ENST00000175506,1773,0.79056436,96,False,0.76150495,0.2317873
ENSG00000070669,97853201,ENST00000175506,1863,0.027867626,100,False,0.0757102,0.069770336
ENSG00000070669,97853113,ENST00000175506,1951,0.12284776,91,False,0.23110108,0.08107473
ENSG00000070669,97853066,ENST00000175506,1998,0.2569445,99,False,0.5919185,0.13213825
ENSG00000070669,97852411,ENST00000175506,2062,0.020737207,89,False,0.11259482,0.31511152
ENSG00000070669,97852353,ENST00000175506,2120,0.3308451,95,False,0.36791086,0.08063114
ENSG00000070669,97852308,ENST00000175506,2165,0.12882781,93,False,0.092497215,0.029492032
ENSG00000070669,97852288,ENST00000175506,2185,0.053522922,89,False,0.060670495,0.012473369
ENSG00000070669,97852206,ENST00000175506,2267,0.72952616,99,True,0.4955247,0.40414682
ENSG00000070669,97852187,ENST00000175506,2286,0.22763863,100,False,0.41098714,0.010326469
ENSG00000070669,97852164,ENST00000175506,2309,0.0638154,97,False,0.23139325,0.01168493
ENSG00000143977,70289364,ENST00000272348,162,0.24688537,202,False,0.3528656,0.06412864
ENSG00000143977,70288173,ENST00000272348,196,0.10111783,275,False,0.14244242,0.115239635
ENSG00000143977,70288132,ENST00000272348,237,0.21489275,260,False,0.2674677,0.19978598
ENSG00000143977,70288092,ENST00000272348,277,0.07162678,264,False,0.35281014,0.118164755
ENSG00000143977,70288084,ENST00000272348,285,0.06132512,295,False,0.35476637,0.01822207
ENSG00000143977,70281611,ENST00000272348,375,0.1499467,222,False,0.12815833,0.051375784
ENSG00000143977,70281539,ENST00000272348,447,0.1200066,190,False,0.27392617,0.058213472
ENSG00000143977,70281523,ENST00000272348,463,0.079273954,190,False,0.25326267,0.0962855
ENSG00000143977,70281448,ENST00000272348,538,0.0023355721,52,False,0.078718625,0.008617091
ENSG00000143977,70281429,ENST00000272348,557,0.10437767,47,False,0.32955348,0.20502639
ENSG00000143977,70289364,ENST00000454893,102,0.053078033,54,False,0.27785316,0.019194663
ENSG00000143977,70288173,ENST00000454893,136,0.01913656,76,False,0.14074303,0.017878234
ENSG00000143977,70288132,ENST00000454893,177,0.1540344,74,False,0.3162187,0.035816442
ENSG00000143977,70288092,ENST00000454893,217,0.14521135,73,False,0.3650834,0.025948966
ENSG00000143977,70288084,ENST00000454893,225,0.089783885,82,False,0.36597607,0.01365844
ENSG00000143977,70281611,ENST00000454893,422,0.04015074,63,False,0.12079638,0.063871965
ENSG00000143977,70281539,ENST00000454893,494,0.2704703,47,False,0.46442825,0.13485643
ENSG00000143977,70281523,ENST00000454893,510,0.041844547,42,False,0.19305581,0.019119728
ENSG00000067829,153785859,ENST00000370092,1618,0.29108483,20,False,0.3135429,0.50526
ENSG00000067829,153790820,ENST00000370093,167,0.39390254,53,False,0.47472745,0.18080553
ENSG00000067829,153790573,ENST00000370093,180,0.21977524,38,False,0.4412602,0.14405988
ENSG00000067829,153790569,ENST00000370093,184,0.0386732,44,False,0.1025749,0.0805001
ENSG00000067829,153790256,ENST00000370093,226,0.051510714,48,False,0.13506487,0.046426106
ENSG00000067829,153789804,ENST00000370093,308,0.602337,52,False,0.5058527,0.25311103
ENSG00000067829,153789762,ENST00000370093,350,0.043453764,48,False,0.5553615,0.028062642
ENSG00000067829,153789729,ENST00000370093,383,0.19614154,52,False,0.11391707,0.002830422
ENSG00000067829,153788124,ENST00000370093,412,0.040677227,52,False,0.051584374,0.07498553
ENSG00000067829,153788114,ENST00000370093,422,0.03453995,52,False,0.124876045,0.26517287
ENSG00000067829,153788087,ENST00000370093,449,0.028623784,58,False,0.11795213,0.24576911
ENSG00000067829,153787944,ENST00000370093,473,0.27430013,46,False,0.23972137,0.07068279
ENSG00000067829,153787897,ENST00000370093,520,0.16383521,54,False,0.11346523,0.060349774
ENSG00000067829,153787884,ENST00000370093,533,0.22691306,49,False,0.6245532,0.027884651
ENSG00000067829,153787878,ENST00000370093,539,0.061666917,47,False,0.42506447,0.19038026
ENSG00000067829,153787857,ENST00000370093,560,0.17127372,51,False,0.46702424,0.042241465
ENSG00000067829,153787150,ENST00000370093,732,0.38308853,60,False,0.4324666,0.6387352
ENSG00000067829,153787079,ENST00000370093,803,0.33474928,66,True,0.46000642,0.23026927
ENSG00000067829,153787064,ENST00000370093,818,0.040063906,58,False,0.17031036,0.013368845
ENSG00000067829,153786867,ENST00000370093,912,0.58101106,60,False,0.60671264,0.015365278
ENSG00000067829,153786803,ENST00000370093,976,0.11388731,67,False,0.13847339,0.018194795
ENSG00000067829,153786439,ENST00000370093,989,0.20774463,65,False,0.3903478,0.002719164
ENSG00000067829,153786412,ENST00000370093,1016,0.6053774,65,False,0.48894185,0.23980518
ENSG00000067829,153786364,ENST00000370093,1064,0.25505775,47,False,0.39519948,0.28126946
ENSG00000067829,153786222,ENST00000370093,1206,0.3745233,58,False,0.7222167,0.34650594
ENSG00000067829,153785960,ENST00000370093,1468,0.16031016,61,False,0.42539302,0.20539288
ENSG00000067829,153785859,ENST00000370093,1569,0.39490908,55,False,0.46587044,0.27335024
ENSG00000140943,84054122,ENST00000343411,3981,0.021009957,20,False,0.11748648,0.07649408
ENSG00000137692,103092100,ENST00000260247,115,0.23644638,25,False,0.21111289,0.004879749
ENSG00000137692,103091957,ENST00000260247,258,0.7994439,27,True,0.7190652,0.08332684
ENSG00000137692,103091919,ENST00000260247,296,0.4895273,24,False,0.43198913,0.25259075
ENSG00000137692,103089291,ENST00000260247,456,0.115145065,26,False,0.35576063,0.077737845
ENSG00000137692,103089273,ENST00000260247,474,0.2302247,28,False,0.4010342,0.0051000593
ENSG00000137692,103083278,ENST00000260247,569,0.032124795,29,False,0.15266144,0.07635389
ENSG00000137692,103083265,ENST00000260247,582,0.17190416,29,False,0.19144972,0.041410267
ENSG00000137692,103082758,ENST00000260247,673,0.017570103,27,False,0.25501248,0.016952395
ENSG00000137692,103066562,ENST00000260247,689,0.46975,20,False,0.5572891,0.119644865
ENSG00000137692,103066541,ENST00000260247,710,0.016237974,28,False,0.16265199,0.15358756
ENSG00000137692,103066532,ENST00000260247,719,0.17706451,25,False,0.38558784,0.07717623
ENSG00000137692,103066307,ENST00000260247,859,0.08265994,26,False,0.4215042,0.029355992
ENSG00000137692,103064355,ENST00000260247,920,0.24763545,27,False,0.5149968,0.21968205
ENSG00000137692,103064317,ENST00000260247,958,0.5731391,24,False,0.72505546,0.3262209
ENSG00000137692,103064295,ENST00000260247,980,0.0054187058,30,False,0.18823099,0.0031284809
ENSG00000137692,103062367,ENST00000260247,1048,0.016193341,25,False,0.14424074,0.0071000457
ENSG00000137692,103062353,ENST00000260247,1062,0.45728645,31,False,0.5048281,0.025752652
ENSG00000137692,103062333,ENST00000260247,1082,0.044920195,31,False,0.106275216,0.122734204
ENSG00000137692,103062251,ENST00000260247,1164,0.83444107,25,False,0.9125517,0.9778268
ENSG00000137692,103062166,ENST00000260247,1249,0.43033773,22,False,0.43376207,0.23770747
ENSG00000137692,103062128,ENST00000260247,1287,0.0027106523,32,False,0.087342486,0.10636145
ENSG00000137692,103062114,ENST00000260247,1301,0.110536896,25,False,0.3035306,0.030751824
ENSG00000115091,113890311,ENST00000263238,351,0.6582064,30,False,0.3070523,0.009009254
ENSG00000115091,113913181,ENST00000263238,373,0.0020472645,30,False,0.05855744,0.021755826
ENSG00000115091,113913205,ENST00000263238,397,0.057253767,29,False,0.14476398,0.06348252
ENSG00000115091,113916953,ENST00000263238,489,0.07756716,31,False,0.10583246,0.032690298
ENSG00000115091,113916959,ENST00000263238,495,0.23708344,29,False,0.29870957,0.0101496335
ENSG00000115091,113916990,ENST00000263238,526,0.02435509,29,False,0.077848576,0.13234285
ENSG00000115091,113927379,ENST00000263238,579,0.49357566,31,False,0.3348078,0.12874755
ENSG00000115091,113927431,ENST00000263238,631,0.5824403,27,False,0.15846811,0.5243009
ENSG00000115091,113927439,ENST00000263238,639,0.018098641,24,False,0.16881163,0.015513825
ENSG00000115091,113931301,ENST00000263238,656,0.1820651,25,False,0.3304545,0.016176557
ENSG00000115091,113931306,ENST00000263238,661,0.21250887,26,False,0.17471656,0.080023006
ENSG00000115091,113931329,ENST00000263238,684,0.16300976,25,False,0.087110795,0.14142323
ENSG00000115091,113934306,ENST00000263238,779,0.39683548,26,False,0.30525643,0.5029176
ENSG00000115091,113934314,ENST00000263238,787,0.020136977,27,False,0.107513204,0.013015497
ENSG00000115091,113934336,ENST00000263238,809,0.1031101,29,False,0.12980443,0.14136653
ENSG00000115091,113934352,ENST00000263238,825,0.098073766,29,False,0.3455194,0.006491375
ENSG00000115091,113939991,ENST00000263238,892,0.09329204,30,False,0.17054503,0.10190318
ENSG00000115091,113940019,ENST00000263238,920,0.0026347996,31,False,0.06709782,0.009481072
ENSG00000115091,113940047,ENST00000263238,948,0.080696285,26,False,0.18181881,0.012101317
ENSG00000115091,113940072,ENST00000263238,973,0.06545643,31,False,0.33595154,0.022585308
ENSG00000115091,113940085,ENST00000263238,986,0.42804092,24,False,0.47311068,0.2388688
ENSG00000115091,113942229,ENST00000263238,1047,0.0021803975,31,False,0.11910995,0.019223785
ENSG00000115091,113942263,ENST00000263238,1081,0.13837907,31,False,0.3219421,0.32735258
ENSG00000115091,113942335,ENST00000263238,1153,0.19546306,25,False,0.30459636,0.029698182
ENSG00000115091,113951492,ENST00000263238,1191,0.098966405,29,False,0.17090432,0.129096
ENSG00000115091,113951757,ENST00000263238,1308,0.59503806,30,False,0.51198226,0.4530514
ENSG00000115091,113951792,ENST00000263238,1343,0.42865595,31,False,0.62707746,0.13443807
ENSG00000115091,113955628,ENST00000263238,1402,0.053637706,29,False,0.07243979,0.44640225
ENSG00000115091,113957410,ENST00000263238,1531,0.38241574,29,False,0.32537803,0.33514994
ENSG00000115091,113957550,ENST00000263238,1671,0.0266865,31,False,0.1853735,0.2790454
ENSG00000115091,113957555,ENST00000263238,1676,0.6713925,28,False,0.7380165,0.3940625
ENSG00000115091,113957568,ENST00000263238,1689,0.019258846,28,False,0.41393766,0.058386147
ENSG00000115091,113957575,ENST00000263238,1696,0.10476257,30,False,0.15148386,0.05347066
ENSG00000115091,113957682,ENST00000263238,1803,0.0021797777,30,False,0.0896227,0.01865543
ENSG00000115091,113957895,ENST00000263238,2016,0.0053345324,29,False,0.04705304,0.08022921
ENSG00000115091,113957901,ENST00000263238,2022,0.07282418,23,False,0.07612534,0.13652728
ENSG00000115091,113957939,ENST00000263238,2060,0.13664019,28,False,0.36690617,0.24119473
ENSG00000115091,113958038,ENST00000263238,2159,0.40543595,29,False,0.43186036,0.11393906
ENSG00000115091,113958062,ENST00000263238,2183,0.23722276,31,False,0.35779348,0.014016616
